FamilyTypeName,FamilyCategory,TypeDescription,FamilyName,Articule,ApparentLoad,LightFlux,TemperatureColor,PhotometricWeb,"Кп светового потока, %",CRI,"Длина, мм","Ширина, мм","Высота, мм","Масса, кг",IP,Вид клим. исполнения,"Тэксп. мин, °С","Тэксп. макс, °С","Uпит АС мин, В","Uпит АС макс, В","Uпит АС мин, В","Uпит АС макс, В","Коэф. мощности драйвера, ?",FamilyPath
Superstreet 150/125/Ш22/3.0K,Уличные,,L-office,4.31E+14,125,16860,3000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш22/4.0K,Уличные,,L-office,4.31E+14,125,16860,4000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш22/5.0K,Уличные,,L-office,4.31E+14,125,16860,5000,Ш22,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш23/3.0K,Уличные,,L-office,4.31E+14,125,16840,3000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш23/4.0K,Уличные,,L-office,4.31E+14,125,16840,4000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 150/125/Ш23/5.0K,Уличные,,L-office,4.31E+14,125,16840,5000,Ш23,?1,72,491,249,100,6.5,66,УХЛ 1,-60,40,154,286,200,250,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/185/Ш7/3.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,185,24150,3000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/185/Ш7/4.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,185,24150,4000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/185/Ш7/5.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,185,24150,5000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш8/3.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26734,3000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш8/4.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26734,4000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш8/5.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26734,5000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш13/3.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26956,3000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш13/4.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26956,4000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш13/5.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26956,5000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш22/3.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26472,3000,Ш22,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш22/4.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26472,4000,Ш22,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш22/5.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26472,5000,Ш22,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш23/3.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26450,3000,Ш23,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш23/4.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26450,4000,Ш23,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 250/202/Ш23/5.0K,Уличные,"Светодиодный светильник Super street 250 предназначен для освещения широких автомагистралей, многополосных городских дорог, а также площадей.",L-office,4.31E+14,202,26450,5000,Ш23,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш7/3.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34565,3000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш7/4.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34565,4000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш7/5.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34565,5000,Ш7,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш8/3.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34131,3000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш8/4.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34131,4000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш8/5.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34131,5000,Ш8,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш13/3.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,36580,3000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш13/4.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,36580,4000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш13/5.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,36580,5000,Ш13,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш22/3.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34743,3000,Ш22,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
Superstreet 340/310/Ш22/4.0K,Уличные,"Светодиодный светильник Super street 340 предназначен для освещения широких автомагистралей категории А, многополосных городских дорог, а также площадей. Super street 340 по световому потоку соответствует двум светильникам ЖКУ-250.",L-office,4.31E+14,310,34743,4000,Ш22,?1,72,636,256,100,8.9,66,УХЛ 1,-60,40,154,286,200,305,"?0,95",C:\Users\Admin\Desktop\REVIT_BIM\Revit Family Types\L-banner 600 Sport.rfa
